x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,subset
поворачивай  на 63°,degree,3,5,3,0,4,0,0,0,0,0,0,train
сделай поворот налево на 84 градуса,degree,3,5,4,0,6,0,0,0,0,0,0,train
сделай поворот в северную сторону 195 °,degree,3,5,5,0,13,0,0,0,0,0,0,test
заворачивай на южный край на 10:00,hour,4,5,6,0,20,0,0,0,0,0,0,train
отыщи ребёнка левее валуна,relation1,7,6,0,0,0,6,0,4,11,0,0,test
"сократи расстояние между собой и рощей, которая перед фонарём левее загородки",relation2,8,6,0,0,0,4,0,3,13,4,12,test
"сократи дистанцию до возвышенности, которая располагается позади лесополосы, располагающейся перед товарищем",relation2,8,6,0,0,0,7,0,2,4,3,6,train
поворачивай в западную сторону на 167 °,degree,3,5,8,0,11,0,0,0,0,0,0,train
"сократи расстояние между собой и избой, которая слева от кучи левее деревца",relation2,8,6,0,0,0,1,0,4,7,4,2,train
отправляйся в северную сторону на 35M,meter,2,4,5,5,0,0,0,0,0,0,0,train
иди на запад на 76M,meter,2,4,8,7,0,0,0,0,0,0,0,train
сократи расстояние между собой и камнем справа от разрыва,relation1,7,6,0,0,0,10,0,5,8,0,0,train
тебе нужно подъехать к мужчине,object,5,6,0,0,0,6,0,0,0,0,0,train
по левую руку 266°,degree,3,5,4,0,18,0,0,0,0,0,0,train
 3:30,hour,4,5,3,0,7,0,0,0,0,0,0,train
"сократи дистанцию до расщелины, которая рядом с ребёнком",relation1,7,6,0,0,0,8,0,1,6,0,0,train
"сократи дистанцию до лесополосы, которая левее коттеджа",relation1,7,6,0,0,0,4,0,4,1,0,0,test
повернись по правую руку на 8:30,hour,4,5,3,0,17,0,0,0,0,0,0,train
"сократи расстояние между собой и разрывом, располагающимся рядом с человеком, который рядом с впадиной",relation2,8,6,0,0,0,8,0,1,6,1,5,train
сократи расстояние между собой и камушком спереди от валуна,relation1,7,6,0,0,0,10,0,3,11,0,0,test
"шагай к деревцу, которое находится перед сломанным деревом, которое спереди от камня",relation2,8,6,0,0,0,2,0,3,3,3,10,train
топай к ближайшей яме,nearest,6,6,0,0,0,5,1,0,0,0,0,train
"сократи дистанцию до избы, которая находится левее рощи",relation1,7,6,0,0,0,1,0,4,4,0,0,train
следуй на восточный край 33 метра,meter,2,4,7,5,0,0,0,0,0,0,0,train
сократи расстояние между собой и спиленным деревом правее ребёнка,relation1,7,6,0,0,0,3,0,5,6,0,0,train
отправляйся напрямик 20М,meter,2,4,1,3,0,0,0,0,0,0,0,train
"отыщи загородку, которая располагается перед дамой",relation1,7,6,0,0,0,12,0,3,6,0,0,test
сократи дистанцию до разрыва рядом с валуном спереди от железного коня,relation2,8,6,0,0,0,8,0,1,11,3,14,train
 70 градусов,degree,3,5,3,0,5,0,0,0,0,0,0,test
заворачивай на юг 215 °,degree,3,5,6,0,15,0,0,0,0,0,0,train
"отыщи дубраву, которая находится за булыгой",relation1,7,6,0,0,0,4,0,2,10,0,0,train
сделай поворот в сторону запада шесть с половиной часов,hour,4,5,8,0,13,0,0,0,0,0,0,train
повернись на южный край на 65 градусов,degree,3,5,6,0,5,0,0,0,0,0,0,train
прямо по курсу 70м,meter,2,4,1,7,0,0,0,0,0,0,0,train
сократи дистанцию до бугра слева от пьяного человека,relation1,7,6,0,0,0,7,0,4,9,0,0,train
"беги к возвышенности, которая за разломом",relation1,7,6,0,0,0,7,0,2,8,0,0,test
повернись в западную сторону 40°,degree,3,5,8,0,3,0,0,0,0,0,0,train
"тебе нужно подъехать к валуну, который располагается за фонарём",relation1,7,6,0,0,0,11,0,2,13,0,0,train
"поворачивай на юг на 10,5 часов",hour,4,5,6,0,21,0,0,0,0,0,0,train
"отправляйся к лесу, находящемуся левее поваленного дерева",relation1,7,6,0,0,0,4,0,4,3,0,0,test
"направляйся к спиленному дереву, которое располагается левее камушка",relation1,7,6,0,0,0,3,0,4,10,0,0,train
сократи расстояние между собой и лесополосой,object,5,6,0,0,0,4,0,0,0,0,0,train
"сократи дистанцию до пригорка, располагающегося около столба",relation1,7,6,0,0,0,7,0,1,13,0,0,train
"сократи дистанцию до горы, располагающейся позади упавшего человека",relation1,7,6,0,0,0,7,0,2,9,0,0,test
"сократи дистанцию до упавшего человека, находящегося рядом с срубленным деревом",relation1,7,6,0,0,0,9,0,1,3,0,0,train
начинай поворачивать в сторону севера 314°,degree,3,5,5,0,21,0,0,0,0,0,0,train
"сократи дистанцию до препятствия, располагающегося слева от кучи, которая правее деревца",relation2,8,6,0,0,0,12,0,4,7,5,2,train
начинай поворачивать  на 302°,degree,3,5,3,0,20,0,0,0,0,0,0,test
заворачивай в левую сторону 700,hour,4,5,4,0,14,0,0,0,0,0,0,train
"найди впадину правее останца, который слева от избы",relation2,8,6,0,0,0,5,0,5,11,4,1,train
заворачивай направо на 500,hour,4,5,3,0,10,0,0,0,0,0,0,train
"найди препятствие, которое перед останцем",relation1,7,6,0,0,0,12,0,3,11,0,0,train
"найди рощу, находящуюся правее упавшего человека",relation1,7,6,0,0,0,4,0,5,9,0,0,train
в западную сторону на 253 °,degree,3,5,8,0,17,0,0,0,0,0,0,train
беги  59м,meter,2,4,1,6,0,0,0,0,0,0,0,train
"сократи расстояние между собой и булыгой, которая спереди от домика, который неподалеку от светильника",relation2,8,6,0,0,0,10,0,3,1,1,13,train
сделай поворот в правую сторону на 68 °,degree,3,5,3,0,5,0,0,0,0,0,0,train
направляйся задом 98m,meter,2,4,2,8,0,0,0,0,0,0,0,test
"шагай к загородке, находящейся позади камня, который перед канавой",relation2,8,6,0,0,0,12,0,2,10,3,5,train
"сократи дистанцию до валуна, располагающегося за автомобилем, располагающимся перед деревцем",relation2,8,6,0,0,0,11,0,2,14,3,2,test
беги к близкому авто,nearest,6,6,0,0,0,14,1,0,0,0,0,test
заворачивай  на 279°,degree,3,5,3,0,19,0,0,0,0,0,0,train
"найди останец, который слева от кучи",relation1,7,6,0,0,0,11,0,4,7,0,0,test
"двигайся к пригорку, который перед срубленным деревом неподалеку от останца",relation2,8,6,0,0,0,7,0,3,3,1,11,test
"сократи дистанцию до сосны, которая располагается рядом с ограждением",relation1,7,6,0,0,0,2,0,1,12,0,0,test
