x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,self,gaze,type,subset,fold
углубись 2м на западный край,meter,2,4,8,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
пройди налево 19м,meter,2,4,4,7,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся собираться 4м направо,meter,2,4,3,2,0,0,0,0,0,0,0,0,0,generator,train,-1
отвали в левую сторону на 3 м,meter,2,4,4,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай влачиться 21m напрямик,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,train,-1
канай в сторону запада на 19 метров,meter,2,4,8,7,0,0,0,0,0,0,0,0,0,generator,train,-1
выполни передислокацию вправо на 5m,meter,2,4,3,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся колобродить 11 метров вперед,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
командируйся 8м по правую руку,meter,2,4,3,4,0,0,0,0,0,0,0,0,0,generator,train,-1
гони 1м,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
убеги на 39 метров в восточную сторону,meter,2,4,7,9,0,0,0,0,0,0,0,0,0,generator,train,-1
потеряйся по правую руку на 1m,meter,2,4,3,1,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай брести 5 метров,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй выбегать в северную сторону 1m,meter,2,4,5,1,0,0,0,0,0,0,0,0,0,generator,train,-1
отгреби 82 м прямо по курсу,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
смойся на 15m,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
сделай бросок на запад на 22м,meter,2,4,8,7,0,0,0,0,0,0,0,0,0,generator,train,-1
шествуй на 75m вперед,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
доставь себя на 6 метров,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
выполни передислокацию 46m в сторону запада,meter,2,4,8,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
отправляйся 16 метров,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй толкаться 77m,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
шкандыбай на 15м на юг,meter,2,4,6,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
переместись в сторону запада на 9m,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,train,-1
сдвигайся 18 метров,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся уезжать прямо на 49m,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
вкатывайся по правую руку на 37m,meter,2,4,3,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй шарить на 26m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
тянись на северный край 8 метров,meter,2,4,5,4,0,0,0,0,0,0,0,0,0,generator,train,-1
пройди на 86 м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй бродить на восток 7 метров,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,train,-1
трюшчи на 10 м на южный край,meter,2,4,6,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
переместись на запад на 27m,meter,2,4,8,8,0,0,0,0,0,0,0,0,0,generator,train,-1
высаживайся 81 м,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
отступи 3 м,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
припусти на восточный край на 82m,meter,2,4,7,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
съезди 2m прямо по курсу,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся мчаться на 3 м на северный край,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начни командироваться 7м,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,train,-1
отбегай 85m,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
выбрасывайся напрямик на 80m,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
ползи 4 метра в сторону востока,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начни переступать на 72 м вспять,meter,2,4,2,11,0,0,0,0,0,0,0,0,0,generator,train,-1
вышагивай взад 82 м,meter,2,4,2,11,0,0,0,0,0,0,0,0,0,generator,train,-1
поддай 16m,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй приспевать влево на 6m,meter,2,4,4,3,0,0,0,0,0,0,0,0,0,generator,train,-1
отбегай на 47 м на юг,meter,2,4,6,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
ступай на 3m,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай шкандыбать 4м,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
забреди на восточный край 25 метров,meter,2,4,7,8,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй ползти направо 18 метров,meter,2,4,3,7,0,0,0,0,0,0,0,0,0,generator,train,-1
высаживайся 60 м в западную сторону,meter,2,4,8,10,0,0,0,0,0,0,0,0,0,generator,train,-1
вкатывайся в сторону востока 78 метров,meter,2,4,7,11,0,0,0,0,0,0,0,0,0,generator,train,-1
хромай на 1м в сторону севера,meter,2,4,5,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
отходи на 18m,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,train,-1
устройся на 30 м на восток,meter,2,4,7,9,0,0,0,0,0,0,0,0,0,generator,train,-1
хромай 3м в северную сторону,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
становись на запад 9м,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся шаркать по левую руку на 2m,meter,2,4,4,1,0,0,0,0,0,0,0,0,0,generator,train,-1
поддай на восточный край на 84м,meter,2,4,7,11,0,0,0,0,0,0,0,0,0,generator,train,-1
отвали в западную сторону на 56m,meter,2,4,8,10,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся отбегать на восток 6m,meter,2,4,7,3,0,0,0,0,0,0,0,0,0,generator,train,-1
тронься на 100м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй убегать на запад на 5m,meter,2,4,8,3,0,0,0,0,0,0,0,0,0,generator,train,-1
прилети на 44м,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
поторапливайся в сторону юга 46 метров,meter,2,4,6,10,0,0,0,0,0,0,0,0,0,generator,train,-1
начни езжать на 60м,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
откатись 14 м вперед,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
начни нестись на 20 м прямо,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
колобродь 2 метра на юг,meter,2,4,6,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни поторапливаться в сторону востока на 17м,meter,2,4,7,6,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай стремиться на 23m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся высаживаться на 54 метра на южный край,meter,2,4,6,10,0,0,0,0,0,0,0,0,0,generator,train,-1
тянись 7m в сторону юга,meter,2,4,6,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
двигайся по правую руку 12 м,meter,2,4,3,5,0,0,0,0,0,0,0,0,0,generator,train,-1
начни двигать задом 9m,meter,2,4,2,5,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся скакать 35m в северную сторону,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
выскочи на 23 метра в сторону востока,meter,2,4,7,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начни перебрасываться в левую сторону 14м,meter,2,4,4,6,0,0,0,0,0,0,0,0,0,generator,train,-1
начни тянуться на север на 30 м,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
сдай 25м назад,meter,2,4,2,8,0,0,0,0,0,0,0,0,0,generator,train,-1
передвигайся на 35м,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй собираться на западный край на 39m,meter,2,4,8,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй передвигаться на 6m в северную сторону,meter,2,4,5,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни уезжать в южную сторону на 4m,meter,2,4,6,2,0,0,0,0,0,0,0,0,0,generator,train,-1
шкандыбай в сторону востока 5м,meter,2,4,7,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся стягиваться в западную сторону на 1m,meter,2,4,8,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся вышагивать 15м,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
кинься на 27м напролом,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся основываться в восточную сторону на 2 метра,meter,2,4,7,1,0,0,0,0,0,0,0,0,0,generator,train,-1
торопись на 24m на восток,meter,2,4,7,8,0,0,0,0,0,0,0,0,0,generator,train,-1
волочись на 6м,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай тянуться 8м в западную сторону,meter,2,4,8,4,0,0,0,0,0,0,0,0,0,generator,train,-1
приходи 1м вправо,meter,2,4,3,1,0,0,0,0,0,0,0,0,0,generator,train,-1
припусти 50м на восточный край,meter,2,4,7,10,0,0,0,0,0,0,0,0,0,generator,train,-1
начни мчаться в сторону юга на 10m,meter,2,4,6,5,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай чалить на 25м в сторону запада,meter,2,4,8,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начни перебрасываться вперед на 35m,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
выскочи на южный край 67 м,meter,2,4,6,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
поддай 66м в южную сторону,meter,2,4,6,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся проезжать 7 м в сторону севера,meter,2,4,5,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
выскочи на 3m,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся гнать 18m в северную сторону,meter,2,4,5,7,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся давать 4 метра в западную сторону,meter,2,4,8,2,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся высаживаться 56м напрямик,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
перебегать в западную сторону на 26м,meter,2,4,8,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начни выметаться в южную сторону на 102m,meter,2,4,6,12,0,0,0,0,0,0,0,0,0,generator,train,-1
переходи в западную сторону 30m,meter,2,4,8,9,0,0,0,0,0,0,0,0,0,generator,train,-1
убегай 40m,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
подходи в сторону востока на 4 метра,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
припусти на 22м по левую руку,meter,2,4,4,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
пойди по правую руку на 12m,meter,2,4,3,5,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся ползти на восток 52m,meter,2,4,7,10,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществи перемещение прямо по курсу 12м,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
передвигайся в сторону севера на 10 метров,meter,2,4,5,5,0,0,0,0,0,0,0,0,0,generator,train,-1
беги 17 м,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
откатись на 80м,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
пошел 40м вправо,meter,2,4,3,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
плетись в сторону севера на 7м,meter,2,4,5,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
смойся в правую сторону 60m,meter,2,4,3,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
соверши телепортацию 43m влево,meter,2,4,4,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй гнать 13м влево,meter,2,4,4,5,0,0,0,0,0,0,0,0,0,generator,train,-1
мчись в правую сторону на 13м,meter,2,4,3,5,0,0,0,0,0,0,0,0,0,generator,train,-1
пустись на 34 метра в сторону запада,meter,2,4,8,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай хромать на 20m,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,train,-1
следуй по пути в восточную сторону 52 м,meter,2,4,7,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
поезжай на западный край на 9m,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,train,-1
подвигайся 6m в северную сторону,meter,2,4,5,3,0,0,0,0,0,0,0,0,0,generator,train,-1
отгреби на 44 м,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
выдвигайся направо 17м,meter,2,4,3,6,0,0,0,0,0,0,0,0,0,generator,train,-1
наступай на 21м в сторону запада,meter,2,4,8,7,0,0,0,0,0,0,0,0,0,generator,train,-1
броссься на 28м,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй шагать на 5м направо,meter,2,4,3,3,0,0,0,0,0,0,0,0,0,generator,train,-1
направляй шаги 32м,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
ползи в сторону юга 2м,meter,2,4,6,1,0,0,0,0,0,0,0,0,0,generator,train,-1
выбрасывайся на 7 метров в сторону юга,meter,2,4,6,4,0,0,0,0,0,0,0,0,0,generator,train,-1
перебрасывайся на южный край на 4m,meter,2,4,6,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай уноситься в северную сторону 35м,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
начни приспевать 5m на юг,meter,2,4,6,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
выступай на восток 55m,meter,2,4,7,10,0,0,0,0,0,0,0,0,0,generator,train,-1
броди на 1 м,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся приближаться на 15м влево,meter,2,4,4,6,0,0,0,0,0,0,0,0,0,generator,train,-1
высаживайся на 38м на север,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
причаль 104 м на запад,meter,2,4,8,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
сдай на 40 м направо,meter,2,4,3,9,0,0,0,0,0,0,0,0,0,generator,train,-1
начни дуть на 10 м,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
выполни передислокацию 9m,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
прилети на 3m направо,meter,2,4,3,2,0,0,0,0,0,0,0,0,0,generator,train,-1
подымайся на 7m,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,train,-1
исколеси 1 м прямо,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
проезжай вперед 87m,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
проходи 5м направо,meter,2,4,3,3,0,0,0,0,0,0,0,0,0,generator,train,-1
начни высаживаться назад на 4м,meter,2,4,2,2,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй подходить 2m в правую сторону,meter,2,4,3,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
прогуляйся 7м на восток,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,train,-1
греби прямо по курсу 106 м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществи перемещение на 61m напрямик,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
влачись 3m,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни дуть в западную сторону на 83 м,meter,2,4,8,11,0,0,0,0,0,0,0,0,0,generator,train,-1
стягивайся в левую сторону на 8м,meter,2,4,4,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй приходить на запад на 21 метр,meter,2,4,8,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай делать маневр на восток на 4 метра,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй мчать 58 м,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся шлёпать 7 м в сторону востока,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
загребай вправо 5 м,meter,2,4,3,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
вали 27m в сторону севера,meter,2,4,5,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни перемещаться на 5м в сторону востока,meter,2,4,7,3,0,0,0,0,0,0,0,0,0,generator,train,-1
толкайся на 9м,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
спускайся 71м на запад,meter,2,4,8,11,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй направлять шаги прямо по курсу 1м,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
отходи на 57m,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
перебегать 86m вспять,meter,2,4,2,12,0,0,0,0,0,0,0,0,0,generator,train,-1
тяни 2 м,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
спеши в западную сторону 8м,meter,2,4,8,4,0,0,0,0,0,0,0,0,0,generator,train,-1
выходи 6м,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
