x;y_name;y;action;direction;meters;degshours;object1;nearest;relation1;object2;relation2;object3;self;gaze;delayed;type
разыщи недалёкое ограждение;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
осмотри близкого железного коня;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
осмотри близкий свет;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
обходи ближний светильник;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
осуществи перемещение к близкой берёзе;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
обходи близкую впадину;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
пытайся колобродить к близлежащему светильнику;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
попробуй опережать ближайший останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
разыщи ближайшую даму;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
опереди близкого человека;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
отвали к ближайшему светильнику;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
начни вкатываться до ближайшего строения;nearest;6;6;0;0;0;1;1;0;0;0;0;0;0;0;generator
осматривай ближайшего лежащего человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
спеши к близкому упавшему дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
пытайся пробираться до близкого пригорка;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
рассмотри близкую канаву;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
выдвигайся до близкой булыги;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
обнаружь близлежащий камень;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
обнаружь близкий разлом;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
начни обозревать близкий камушек;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
обозревай близлежащий останец;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
начинай разглядывать ближайшую даму;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
начинай обскакивать близкую чащу;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
обозревай ближний автомобиль;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
начни исследовать ближний камушек;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
оставь позади близкий останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
разыщи недалёкое растение;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
обнаружь ближнее препятствие;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
обнаружь ближайшую булыгу;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
обставь недалёкого упавшего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
разыщи близлежащую дубраву;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
опережай ближнего упавшего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
обскочи близкий разрыв;nearest;6;8;0;0;0;8;1;0;0;0;0;0;0;0;generator
обскакивай ближайший фонарь;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
опереди близкого мужчину;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
оставь позади ближайшего лежащего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
отыщи ближний камень;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
пытайся подходить до ближнего оврага;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
обходи близлежащий коттедж;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
проходи до недалёкого сваленного дерева;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
оставь позади ближайший бугор;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
начинай пролетать к недалёкой канаве;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
прилети до близкого строения;nearest;6;6;0;0;0;1;1;0;0;0;0;0;0;0;generator
пытайся сматываться до близкого света;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
вкатывайся до близкого холма;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
обследуй ближайшую берёзу;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
исследуй ближнее здание;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
обозревай близкое поваленное дерево;nearest;6;9;0;0;0;3;1;0;0;0;0;0;0;0;generator
обнаружь ближайший пригорок;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
обгоняй недалекий бугор;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
найди ближайший разлом;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
начни исследовать ближайший разлом;nearest;6;9;0;0;0;8;1;0;0;0;0;0;0;0;generator
обставь близлежащий фонарь;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
опереди ближнего человека;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
отыщи близлежащую яму;nearest;6;7;0;0;0;5;1;0;0;0;0;0;0;0;generator
оставь позади близлежащую даму;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
поезжай к недалёкому оврагу;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
убеги к недалёкому авто;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
оставь позади недалёкого товарища;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
обследуй недалёкую канаву;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
отыщи ближайшего пьяного человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
разыщи ближний лес;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
рассмотри ближнюю рощу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
пытайся становиться к близлежащему авто;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
отыщи ближайший особняк;nearest;6;7;0;0;0;1;1;0;0;0;0;0;0;0;generator
попробуй осматривать близкую пропасть;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
двигай до близлежащей машины;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
начинай перебрасываться до ближайшего свалившегося человека;nearest;6;6;0;0;0;9;1;0;0;0;0;0;0;0;generator
осмотри близлежащее сломанное дерево;nearest;6;9;0;0;0;3;1;0;0;0;0;0;0;0;generator
обозревай близкую горку;nearest;6;9;0;0;0;7;1;0;0;0;0;0;0;0;generator
разглядывай ближнюю постройку;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
пытайся выдвигаться к недалёкому сваленному дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
объезжай ближний останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
обскочи ближайшее спиленное дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
найди близлежащую лампу;nearest;6;7;0;0;0;13;1;0;0;0;0;0;0;0;generator
разыщи близкое упавшее дерево;nearest;6;7;0;0;0;3;1;0;0;0;0;0;0;0;generator
исследуй ближайшего лежащего человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
оставь позади ближайшую преграду;nearest;6;8;0;0;0;12;1;0;0;0;0;0;0;0;generator
обскакивай ближнюю берёзу;nearest;6;8;0;0;0;2;1;0;0;0;0;0;0;0;generator
разглядывай ближний валун;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
начни опережать близкий дуб;nearest;6;8;0;0;0;2;1;0;0;0;0;0;0;0;generator
обследуй ближний булыжник;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
пойди к недалёкой горке;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
начинай объезжать недалекий коттедж;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
отыщи близкий столб;nearest;6;7;0;0;0;13;1;0;0;0;0;0;0;0;generator
отступи до ближайшего света;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
выступай до ближайшего авто;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
начинай обследовать недалёкую трещину;nearest;6;9;0;0;0;8;1;0;0;0;0;0;0;0;generator
найди ближнюю машину;nearest;6;7;0;0;0;14;1;0;0;0;0;0;0;0;generator
попробуй разглядывать ближнюю ольху;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
осмотри ближнего упавшего человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
танцуй к недалёкому железному коню;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
тащись до недалёкой избы;nearest;6;6;0;0;0;1;1;0;0;0;0;0;0;0;generator
рассматривай близкую пропасть;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
обскочи ближайшую машину;nearest;6;8;0;0;0;14;1;0;0;0;0;0;0;0;generator
рассмотри близлежащего железного коня;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
опереди ближнее поваленное дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
несись к близлежащей дубраве;nearest;6;6;0;0;0;4;1;0;0;0;0;0;0;0;generator
обнаружь ближнего ребёнка;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
оставь позади недалёкого свалившегося человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
начни исследовать недалёкую рощу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
попробуй опережать близлежащую канаву;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
разыщи близкую кучу;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
пытайся опережать ближайшего железного коня;nearest;6;8;0;0;0;14;1;0;0;0;0;0;0;0;generator
осмотри ближнюю дубраву;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
отыщи близкую булыгу;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
осматривай близкий валун;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
начни трогать к ближней дубраве;nearest;6;6;0;0;0;4;1;0;0;0;0;0;0;0;generator
оставь позади близлежащего лежащего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
обскочи ближний столб;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
опережай ближнее здание;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
обследуй недалёкое здание;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
основывайся до ближайшей женщины;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
начинай опережать близлежащий булыжник;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
попробуй проезжать к недалёкой трещине;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
обозревай недалёкое строение;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
отыщи близкий разлом;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
отыщи ближнюю женщину;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
отыщи недалекий останец;nearest;6;7;0;0;0;11;1;0;0;0;0;0;0;0;generator
обнаружь ближайшую даму;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
пошел до недалёкого сваленного дерева;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
опереди ближнюю постройку;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
рассматривай ближайшую лампу;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
обскочи ближний автомобиль;nearest;6;8;0;0;0;14;1;0;0;0;0;0;0;0;generator
смойся к близлежащему камню;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
оставь позади ближнего упавшего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
начинай обскакивать ближайшего железного коня;nearest;6;8;0;0;0;14;1;0;0;0;0;0;0;0;generator
начни прорываться до близкого мужчины;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
найди ближайший домик;nearest;6;7;0;0;0;1;1;0;0;0;0;0;0;0;generator
шествуй до близкого светильника;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
разыщи ближайшее здание;nearest;6;7;0;0;0;1;1;0;0;0;0;0;0;0;generator
обозревай близлежащую машину;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
разыщи близлежащий холм;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
найди близлежащее препятствие;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
шкандыбай к ближайшему упавшему человеку;nearest;6;6;0;0;0;9;1;0;0;0;0;0;0;0;generator
шмыгай к близкому столбу;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
осмотри близкий булыжник;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
найди недалёкое ограждение;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
отыщи ближайшее упавшее дерево;nearest;6;7;0;0;0;3;1;0;0;0;0;0;0;0;generator
обскочи близкий валун;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
отыщи ближнюю даму;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
опережай ближайший останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
обнаружь близкое упавшее дерево;nearest;6;7;0;0;0;3;1;0;0;0;0;0;0;0;generator
обходи близкий останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
хромай к недалёкому сломанному дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
начинай обозревать ближнюю лесополосу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
рассмотри близлежащий валун;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
обозревай близлежащее препятствие;nearest;6;9;0;0;0;12;1;0;0;0;0;0;0;0;generator
